,# PDB,function,Heme,multiheme,ligand,axial1,axial2,pocket_volume,saddling,ruffling,doming,breathing,rotation,wavx,wavy,pro,nstr,mstr,transx,transy
10978,6bld,oxidoreductase,HEM_A_501,0,CYS,CYS,,377.0,0.027,0.553,0.059,-0.178,0.009,0.182,-0.124,0.001,0.047,0.053,0.05,-0.002
10983,6bmt,oxidoreductase,HEM_A_802,0,HIS,HIS,,363.0,-0.482,-0.15,-0.317,0.233,0.024,-0.044,0.059,-0.004,-0.091,-0.068,-0.032,0.08
10994,6bww,oxidoreductase,HEM_A_501,0,CYS-ACT,CYS,ACT,377.0,-0.191,0.262,-0.097,-0.132,0.024,-0.185,0.091,0.008,0.077,0.039,0.024,0.003
10999,6c2d,oxidoreductase,HEM_A_502,0,CYS,CYS,,411.0,-0.502,-0.479,-0.097,-0.181,-0.01,-0.146,0.087,0.011,-0.004,-0.029,-0.014,0.02
11000,6c3h,oxidoreductase,HEM_A_501,0,CYS,CYS,,407.0,-0.365,-0.668,-0.051,-0.156,-0.008,-0.117,0.146,0.005,-0.056,0.004,-0.002,0.026
11001,6c3j,oxidoreductase,HEM_A_502,0,CYS,CYS,,408.0,-0.434,-0.56,0.032,-0.196,-0.009,-0.188,0.119,0.011,-0.082,-0.007,-0.039,0.016
11002,6c4w,electron transporter,HEC_A_201,0,HIS-MET,HIS,MET,314.0,-0.025,-0.473,-0.033,-0.004,0.004,0.052,-0.011,-0.005,-0.085,0.002,-0.015,-0.014
11003,6c93,oxidoreductase,HEM_A_600,0,CYS,CYS,,389.0,-0.162,-1.35,-0.096,0.12,0.015,-0.311,-0.022,0.036,-0.042,0.092,0.051,-0.078
11004,6c94,oxidoreductase,HEM_A_600,0,CYS-V16,CYS,V16,366.0,-0.317,-1.221,-0.114,0.106,0.019,-0.344,0.095,0.085,-0.061,0.098,0.073,-0.077
11009,6ccp,oxidoreductase,HEM_A_296,0,HIS-LYS,HIS,LYS,447.0,-0.649,0.153,0.096,-0.065,-0.001,-0.029,0.142,0.018,0.018,0.004,-0.002,-0.003
11017,6cf0,oxygen carrier,HEM_A_201,0,HIS-NO2,HIS,NO2,503.0,0.092,0.226,-0.147,-0.037,0.021,0.223,0.032,-0.032,-0.039,-0.052,-0.054,-0.006
11044,6cii,oxidoreductase,HEM_A_201,0,HIS-CYN,HIS,CYN,494.0,-0.416,-0.626,-0.281,-0.082,0.032,-0.158,0.013,-0.015,0.018,0.021,0.041,-0.046
11059,6cp4,oxidoreductase,HEM_A_417,0,CYS,CYS,,460.0,0.389,-0.503,-0.155,-0.163,0.0,0.075,0.051,-0.01,-0.049,0.113,-0.016,0.003
11060,6cpp,oxidoreductase,HEM_A_417,0,CYS-HOH,CYS,HOH,451.0,0.188,-0.568,0.017,-0.091,-0.036,-0.101,-0.044,-0.112,-0.006,-0.08,0.02,0.021
11071,6cuk,electron transporter,HEC_A_201,0,HIS-HOH,HIS,HOH,372.0,-0.161,-0.615,-0.113,-0.071,-0.008,0.013,-0.268,0.013,-0.072,0.019,-0.051,0.044
11072,6cun,electron transporter,HEC_A_201,0,HIS-CA1,HIS,CA1,475.0,-0.244,-0.487,-0.162,-0.009,-0.015,0.079,-0.167,0.025,-0.051,0.032,-0.025,0.032
11073,6cvc,oxidoreductase,HEM_A_501,0,CYS-HOH,CYS,HOH,394.0,-0.145,-0.271,0.026,-0.202,-0.002,-0.044,0.199,-0.001,0.004,0.046,0.016,0.019
11080,6d45,oxygen carrier,HEM_A_201,0,GLU-HIS,GLU,HIS,546.0,0.134,0.206,-0.312,0.022,0.013,0.1,-0.024,-0.02,-0.092,-0.027,0.028,-0.094
11081,6da2,oxidoreductase,HEM_A_601,0,CYS-G0D,CYS,G0D,407.0,-0.153,0.221,0.055,-0.064,0.025,-0.124,0.076,-0.006,-0.045,-0.429,0.012,0.08
11082,6da3,oxidoreductase,HEM_A_601,0,CYS-G0D,CYS,G0D,416.0,-0.127,0.43,0.065,-0.275,0.035,-0.106,0.154,0.004,0.086,-0.261,-0.062,-0.048
11083,6da5,oxidoreductase,HEM_A_601,0,CYS-G1J,CYS,G1J,428.0,-0.05,0.343,0.077,-0.22,0.04,-0.038,0.172,0.01,-0.12,-0.363,-0.093,0.036
11084,6da8,oxidoreductase,HEM_A_601,0,CYS-G0J,CYS,G0J,438.0,-0.136,0.237,-0.095,-0.135,0.065,-0.05,0.176,0.007,-0.06,0.166,-0.041,-0.0
11085,6daa,oxidoreductase,HEM_A_601,0,CYS-G0M,CYS,G0M,424.0,-0.127,0.469,0.105,-0.118,0.054,-0.123,0.113,0.005,-0.097,0.08,-0.049,-0.015
11086,6dab,oxidoreductase,HEM_A_601,0,CYS-G0V,CYS,G0V,416.0,-0.147,0.372,0.035,-0.165,-0.004,-0.032,0.034,0.008,0.02,0.09,-0.009,0.044
11087,6dac,oxidoreductase,HEM_A_601,0,CYS-FZV,CYS,FZV,430.0,-0.203,0.183,0.075,-0.115,0.02,-0.135,0.023,0.005,0.01,-0.148,-0.123,0.081
11088,6dag,oxidoreductase,HEM_A_601,0,CYS-G0Y,CYS,G0Y,416.0,-0.232,0.486,-0.105,0.087,0.036,-0.218,0.1,-0.006,0.051,-0.366,-0.02,0.029
11089,6daj,oxidoreductase,HEM_A_601,0,CYS-FZV,CYS,FZV,430.0,-0.132,0.516,0.018,-0.016,0.038,-0.137,0.122,0.002,-0.088,-0.432,-0.059,0.013
11090,6dal,oxidoreductase,HEM_A_601,0,CYS-G1D,CYS,G1D,417.0,-0.162,0.302,0.04,-0.048,0.033,-0.111,0.076,-0.002,0.055,-0.374,-0.021,0.077
11091,6dcd,oxidoreductase,HEM_A_501,0,CYS-HOH,CYS,HOH,346.0,-0.494,-0.228,0.151,-0.186,-0.005,-0.09,0.05,-0.004,-0.032,-0.004,0.005,0.002
11128,6dpq,oxidoreductase,HEM_A_501,0,HIS-HOH,HIS,HOH,502.0,0.27,0.197,-0.108,-0.005,0.009,0.018,-0.018,0.022,-0.062,0.007,-0.001,0.006
11143,6dxi,oxidoreductase,HEM_A_500,0,HIS,HIS,,444.0,-0.004,0.425,-0.537,0.225,0.024,-0.017,-0.001,-0.002,-0.145,0.022,-0.078,0.043
11166,6dyi,electron transporter,HEC_B_202,0,HIS-MET,HIS,MET,438.0,0.142,-0.094,-0.026,-0.267,0.014,-0.02,0.006,0.031,0.009,-0.063,-0.04,0.07
11167,6e02,oxygen carrier,HEM_A_201,0,HIS-NSM,HIS,NSM,477.0,0.074,-0.128,-0.188,-0.007,-0.023,0.243,0.035,-0.003,-0.0,0.062,0.017,0.038
11168,6e03,oxygen carrier,HEM_A_201,0,HIS-NOE,HIS,NOE,499.0,0.13,-0.153,-0.236,0.002,-0.03,0.255,0.037,-0.004,0.026,0.096,-0.024,0.028
11169,6e04,oxygen carrier,HEM_A_201,0,HIS-NP0,HIS,NP0,496.0,0.111,-0.227,-0.131,0.018,0.003,0.214,0.02,0.005,-0.061,0.002,0.036,0.026
11216,6e8q,oxidoreductase,HEM_A_601,0,CYS-X2N,CYS,X2N,477.0,0.165,-0.129,0.256,-0.237,0.014,-0.144,-0.042,0.006,0.005,-0.101,-0.023,-0.029
11235,6ekw,oxidoreductase,HEM_A_1000,0,CYS-HOH,CYS,HOH,388.0,-0.478,0.487,-0.01,-0.105,-0.015,-0.011,0.04,-0.002,-0.031,-0.047,0.018,-0.023
11236,6ekx,oxidoreductase,HEM_A_401,0,CYS-HOH,CYS,HOH,388.0,-0.328,1.19,0.297,0.113,0.029,-0.03,0.012,0.007,-0.057,0.012,-0.011,0.026
11237,6eky,oxidoreductase,HEM_A_401,0,CYS-HOH,CYS,HOH,396.0,-0.328,1.191,0.297,0.113,0.029,-0.03,0.012,0.007,-0.056,0.012,-0.011,0.026
11238,6ekz,oxidoreductase,HEM_A_401,0,CYS-GOL,CYS,GOL,385.0,-0.328,1.19,0.297,0.113,0.029,-0.03,0.012,0.007,-0.057,0.011,-0.011,0.026
11239,6el0,oxidoreductase,HEM_A_401,0,CYS-SYN,CYS,SYN,390.0,-0.359,0.937,0.067,-0.015,0.033,-0.058,0.022,0.006,-0.056,-0.041,0.021,-0.0
11240,6el4,oxidoreductase,HEM_A_401,0,CYS-VOH,CYS,VOH,391.0,-0.326,1.182,0.296,0.112,0.029,-0.03,0.012,0.007,-0.057,0.012,-0.011,0.026
11247,6eye,oxygen carrier,HEM_A_202,0,HIS-HIS,HIS,HIS,502.0,0.017,0.355,-0.074,0.051,0.032,0.099,-0.058,-0.005,-0.102,-0.016,0.128,-0.055
11250,6f0b,oxidoreductase,HEM_A_401,0,CYS,CYS,,392.0,-0.341,-0.561,-0.082,0.262,0.018,-0.043,0.008,0.002,-0.111,-0.073,0.022,-0.073
11251,6f0c,oxidoreductase,HEM_A_401,0,CYS-OXY,CYS,OXY,421.0,-0.378,-0.622,-0.066,-0.048,0.008,-0.054,0.045,-0.023,-0.053,0.066,0.078,-0.036
11252,6f17,oxygen carrier,HEM_A_201,0,HOH-MHS,HOH,MHS,580.0,0.16,-0.101,-0.087,-0.11,-0.033,-0.001,0.05,-0.002,-0.012,-0.067,-0.036,0.034
11253,6f18,oxygen carrier,HEM_A_201,0,EEE-MHS,EEE,MHS,593.0,0.197,-0.509,0.021,-0.222,0.01,-0.003,0.218,-0.005,-0.087,-0.013,0.02,-0.001
11254,6f19,oxygen carrier,HEM_A_202,0,EEE-MHS,EEE,MHS,556.0,-0.027,0.026,-0.28,0.17,-0.021,0.043,0.045,-0.024,-0.228,-0.088,0.039,-0.024
11255,6f1a,oxygen carrier,HEM_A_202,0,EEE-MHS,EEE,MHS,523.0,0.022,-0.091,-0.231,0.32,0.022,0.03,0.037,0.028,-0.212,0.065,0.077,-0.07
11256,6f1q,oxidoreductase,HEC_A_503,0,HIS-MET,HIS,MET,346.0,0.032,-0.81,0.002,0.001,-0.001,-0.072,-0.023,0.002,-0.051,-0.009,0.022,-0.05
11265,6ff5,electron transporter,HEC_A_201,0,HIS-MET,HIS,MET,300.0,-0.288,-0.812,0.007,-0.075,0.039,0.07,-0.163,0.001,-0.138,0.036,-0.008,-0.057
11268,6fja,oxidoreductase,HEM_A_502,0,HIS-MET,HIS,MET,349.0,-0.037,-0.861,0.025,0.043,-0.009,-0.042,-0.034,0.005,-0.029,-0.042,0.078,-0.025
11291,6fuu,unclassified,HEM_A_201,0,,,,1050.0,-0.167,0.326,0.025,-0.024,0.021,0.011,0.006,0.001,-0.076,-0.003,0.002,0.044
11292,6fyj,oxidoreductase,HEM_A_502,0,CYS-HOH,CYS,HOH,402.0,-0.751,0.046,-0.168,-0.088,0.039,-0.158,-0.184,-0.027,-0.057,-0.003,0.011,0.007
11293,6g5a,oxygen carrier,HEM_A_201,0,EEE-MHS,EEE,MHS,592.0,0.162,-0.704,0.058,-0.118,0.01,0.039,0.252,-0.002,-0.026,0.086,-0.003,0.003
11294,6g5b,oxygen carrier,HEM_A_1201,0,EEE-MHS,EEE,MHS,606.0,0.195,-0.663,0.057,-0.122,0.007,0.072,0.22,-0.002,-0.028,0.038,0.009,-0.004
11299,6g5t,oxygen carrier,HEM_A_201,0,HIS-EDO,HIS,EDO,560.0,-0.099,0.143,-0.321,-0.113,0.004,0.216,0.116,-0.008,0.004,-0.02,-0.034,-0.018
11302,6gd6,electron transporter,HEC_A_201,0,HIS-MET,HIS,MET,306.0,-0.203,-0.815,-0.035,-0.053,0.041,0.139,-0.134,-0.016,-0.032,0.056,-0.018,0.019
11303,6gd7,electron transporter,HEC_A_201,0,HIS-MET,HIS,MET,294.0,-0.121,-0.813,-0.089,-0.028,0.027,0.099,-0.081,-0.024,-0.051,0.049,-0.005,-0.021
11308,6gd9,electron transporter,HEC_A_201,0,HIS-MET,HIS,MET,282.0,-0.05,-0.67,0.004,-0.024,0.016,0.055,-0.013,-0.01,-0.075,0.01,-0.04,0.024
11309,6gda,electron transporter,HEC_A_201,0,HIS-MET,HIS,MET,317.0,-0.058,-0.747,-0.029,-0.002,0.011,0.048,-0.009,-0.009,-0.087,0.01,-0.014,0.019
11310,6geo,oxidoreductase,HEM_A_401,0,CYS-HOH,CYS,HOH,449.0,-0.473,-0.531,0.037,-0.057,-0.013,-0.071,0.078,-0.043,-0.003,0.033,-0.002,0.018
11311,6geq,oxidoreductase,HEM_A_401,0,CYS-HOH,CYS,HOH,457.0,-0.509,-0.671,0.003,-0.086,-0.007,-0.124,0.133,-0.009,-0.075,0.021,0.023,-0.015
11312,6gii,oxidoreductase,HEM_A_501,0,CYS-HOH,CYS,HOH,397.0,0.04,-0.461,-0.045,-0.15,-0.017,-0.06,0.333,-0.019,0.01,-0.089,-0.0,0.005
11313,6gk5,oxidoreductase,HEM_A_501,0,CYS-HOH,CYS,HOH,381.0,-0.308,0.078,0.065,-0.131,0.019,-0.048,0.086,-0.025,-0.073,-0.029,-0.028,0.001
11314,6gk6,oxidoreductase,HEM_A_501,0,CYS-HOH,CYS,HOH,373.0,-0.266,-0.017,-0.016,-0.055,0.043,-0.024,0.097,-0.033,-0.056,-0.044,0.015,0.018
11315,6gmf,unclassified,HEM_A_501,0,CYS-HOH,CYS,HOH,381.0,-0.309,-0.265,0.045,-0.043,0.04,-0.017,0.065,-0.013,-0.163,-0.092,0.04,-0.023
11341,6h5z,oxygen carrier,HEM_A_201,0,HIS-HIS,HIS,HIS,581.0,0.081,0.384,-0.069,-0.043,-0.005,0.091,0.005,-0.012,0.162,-0.055,0.097,0.034
11342,6h6c,oxygen carrier,HEM_A_201,0,HIS-CMO,HIS,CMO,574.0,-0.109,1.084,-0.121,-0.022,-0.003,-0.019,0.001,-0.006,0.059,0.028,0.032,0.043
11343,6h6i,oxygen carrier,HEM_A_201,0,HIS-HIS,HIS,HIS,559.0,0.574,0.452,-0.116,-0.03,0.015,0.032,-0.003,-0.037,0.083,0.029,0.058,-0.032
11344,6h6j,oxygen carrier,HEM_A_201,0,HIS-HIS,HIS,HIS,531.0,0.322,0.424,-0.152,0.066,0.007,0.02,0.0,-0.003,-0.082,0.004,0.077,-0.011
11572,6hqk,oxidoreductase,HEM_A_501,0,CYS,CYS,,401.0,0.165,0.516,-0.302,-0.126,-0.025,0.022,0.066,0.03,-0.031,-0.047,0.003,-0.019
11573,6hql,oxidoreductase,HEM_A_501,0,CYS,CYS,,392.0,0.208,0.472,-0.267,-0.165,0.018,-0.003,0.048,0.025,-0.029,-0.013,0.011,0.021
11574,6hqm,oxidoreductase,HEM_A_501,0,CYS,CYS,,407.0,0.139,0.447,-0.29,-0.211,-0.001,0.001,0.04,0.012,-0.039,-0.082,0.018,0.014
11575,6hqn,oxidoreductase,HEM_A_501,0,CYS,CYS,,385.0,0.189,0.487,-0.27,-0.101,0.008,0.001,0.054,0.046,-0.057,0.011,0.035,0.002
11576,6hqo,oxidoreductase,HEM_A_501,0,CYS,CYS,,405.0,0.178,0.508,-0.279,-0.193,-0.014,0.012,0.058,0.041,-0.03,0.029,-0.02,0.007
11577,6hqp,oxidoreductase,HEM_A_501,0,CYS,CYS,,402.0,0.162,0.514,-0.276,-0.195,0.006,0.037,0.055,0.012,0.06,0.055,-0.03,-0.014
11578,6hqq,oxidoreductase,HEM_A_501,0,CYS,CYS,,407.0,0.156,0.459,-0.308,-0.186,-0.0,0.019,0.061,0.015,0.015,0.021,-0.008,-0.013
11579,6hqr,oxidoreductase,HEM_A_501,0,CYS,CYS,,402.0,0.235,0.446,-0.331,-0.242,0.003,0.016,0.04,0.002,-0.014,0.104,0.007,-0.02
11580,6hqs,oxidoreductase,HEM_A_501,0,CYS,CYS,,405.0,0.166,0.444,-0.227,-0.219,0.006,0.011,0.061,0.008,-0.019,-0.08,-0.008,0.011
11581,6hqt,oxidoreductase,HEM_A_501,0,CYS,CYS,,408.0,0.149,0.483,-0.282,-0.206,-0.039,-0.009,0.083,-0.0,0.02,-0.043,0.015,-0.009
11588,6i3t,oxygen carrier,HEM_A_201,0,HIS-CMO,HIS,CMO,531.0,-0.044,0.943,-0.103,-0.237,-0.027,-0.033,0.064,-0.027,0.158,-0.126,-0.004,0.053
11589,6i40,oxygen carrier,HEM_A_201,0,HIS-CMO,HIS,CMO,553.0,-0.101,0.938,-0.052,-0.188,-0.031,-0.073,0.092,-0.009,0.129,-0.128,-0.052,0.06
11640,6ied,oxidoreductase,HEM_A_601,0,HIS-HIS,HIS,HIS,418.0,-0.014,-0.006,-0.013,-0.229,0.021,0.009,-0.001,0.002,0.022,0.005,0.048,-0.068
11655,6j82,oxidoreductase,HEM_A_401,0,CYS-HOH,CYS,HOH,430.0,-0.261,-0.186,-0.034,-0.199,0.023,-0.138,0.062,0.0,-0.122,-0.008,-0.008,0.009
11656,6j83,oxidoreductase,HEM_A_401,0,CYS-HOH,CYS,HOH,435.0,-0.197,-0.22,-0.067,-0.206,0.01,-0.046,0.1,-0.006,-0.043,0.055,-0.011,-0.002
11657,6j84,oxidoreductase,HEM_A_401,0,CYS-HOH,CYS,HOH,431.0,-0.314,-0.172,-0.129,-0.219,-0.026,-0.123,0.065,-0.011,0.014,0.191,-0.011,-0.003
11672,6j95,oxidoreductase,HEM_A_601,0,CYS,CYS,,419.0,-0.348,-0.242,0.115,-0.252,-0.001,-0.115,0.09,-0.002,-0.105,0.007,0.004,0.015
11721,6jsa,oxidoreductase,HEM_A_300,0,TYR,TYR,,506.0,-0.041,0.243,0.122,-0.147,0.021,-0.102,-0.179,-0.008,-0.048,-0.017,-0.002,0.011
11726,6jt6,oxidoreductase,HEM_A_302,0,HIS-MET,HIS,MET,439.0,-0.002,0.546,-0.04,-0.127,0.007,-0.1,0.028,-0.016,0.009,0.03,0.048,0.035
11741,6k9i,electron transporter,HEC_A_201,0,HIS-MET,HIS,MET,312.0,-0.175,-0.796,-0.053,0.08,0.018,0.072,-0.108,-0.017,-0.047,0.006,-0.062,-0.004
11742,6k9j,electron transporter,HEC_A_201,0,HIS-MET,HIS,MET,342.0,-0.279,-0.645,-0.041,-0.076,0.021,0.143,-0.091,-0.008,0.021,0.036,0.01,-0.001
11785,6kbh,oxidoreductase,HEM_A_802,0,CYS,CYS,,371.0,0.012,0.002,0.019,-0.333,0.021,-0.001,-0.002,0.0,0.093,0.095,0.103,-0.202
11786,6kfw,unclassified,HEM_A_501,0,CYS,CYS,,446.0,-0.067,-0.647,-0.11,-0.234,0.022,0.067,0.068,0.016,-0.122,0.002,0.048,0.076
11787,6kmk,oxidoreductase,HEM_A_601,0,HIS-PEO,HIS,PEO,388.0,-0.255,0.087,-0.259,0.081,-0.006,-0.076,0.025,0.004,-0.047,0.034,0.008,0.001
11804,6krc,oxygen carrier,HEM_A_201,0,HIS-HOH,HIS,HOH,560.0,0.276,-0.125,-0.218,-0.287,0.004,0.203,-0.028,-0.036,-0.056,0.003,-0.01,0.031
11805,6krf,oxygen carrier,HEM_A_201,0,HIS-HOH,HIS,HOH,547.0,0.258,-0.163,-0.256,-0.499,0.016,0.121,-0.542,-0.286,-0.121,0.042,0.029,-0.033
11806,6ky7,oxidoreductase,HEM_A_606,0,HIS-PEO,HIS,PEO,419.0,-0.274,-0.08,-0.388,0.006,-0.017,-0.042,0.052,0.002,-0.095,0.053,0.051,-0.019
11819,6kzs,oxidoreductase,HEM_A_501,0,CYS-IMD,CYS,IMD,456.0,0.06,-0.096,-0.172,-0.144,0.024,-0.186,-0.004,-0.011,-0.017,-0.02,0.043,-0.02
11824,6l2j,oxidoreductase,HEM_A_601,0,HIS-PEO,HIS,PEO,400.0,-0.469,-0.078,-0.318,-0.119,-0.043,-0.05,0.042,0.002,-0.135,-0.018,0.082,0.027
11825,6l32,oxidoreductase,HEM_A_608,0,HIS-HOH,HIS,HOH,400.0,-0.29,-0.07,-0.241,0.03,0.018,-0.017,0.021,-0.013,-0.134,0.01,0.048,-0.028
11830,6l5g,oxidoreductase,HEM_A_607,0,HIS-HOH,HIS,HOH,420.0,-0.272,-0.054,-0.24,0.019,0.015,-0.022,0.009,-0.019,-0.114,-0.087,0.016,-0.024
11849,6l8i,oxidoreductase,HEM_A_601,0,CYS-HOH,CYS,HOH,404.0,-0.504,-0.094,0.162,-0.191,0.013,-0.126,0.076,-0.006,0.008,0.037,-0.012,0.032
11850,6l8j,oxidoreductase,HEM_A_601,0,CYS,CYS,,428.0,-0.447,-0.181,0.102,-0.232,-0.001,-0.126,0.13,0.003,-0.024,0.056,-0.034,0.049
11851,6l9t,oxidoreductase,HEM_A_603,0,HIS-OSM,HIS,OSM,402.0,-0.43,-0.089,-0.301,-0.006,-0.007,0.034,0.011,0.012,-0.14,0.033,0.036,-0.057
11852,6laa,oxidoreductase,HEM_A_800,0,CYS-IMD,CYS,IMD,436.0,0.176,-0.664,-0.06,0.105,0.007,0.103,0.151,-0.019,0.26,0.129,0.085,0.012
11853,6lco,oxidoreductase,HEM_A_601,0,HIS-HOH,HIS,HOH,402.0,-0.374,0.002,-0.299,0.005,-0.005,-0.039,0.033,-0.031,-0.139,0.069,0.103,-0.009
11860,6ldl,oxidoreductase,HEM_A_501,0,CYS,CYS,,393.0,0.081,-0.393,-0.091,-0.127,0.001,-0.026,0.082,-0.036,-0.044,0.051,0.02,-0.002
11861,6lf7,oxidoreductase,HEM_A_604,0,HIS-PEO,HIS,PEO,405.0,-0.396,-0.057,-0.335,-0.122,0.039,-0.019,0.021,-0.017,-0.109,0.017,0.049,-0.073
11886,6ly4,oxidoreductase,HEM_A_510,0,CYS-IMD,CYS,IMD,464.0,-0.256,-0.626,0.024,-0.052,-0.009,-0.129,0.057,0.025,-0.028,0.052,0.036,-0.058
11956,6m4q,oxidoreductase,HEM_A_501,0,CYS-HOH,CYS,HOH,424.0,-0.324,-0.367,0.036,-0.14,-0.016,-0.053,-0.121,0.017,-0.023,0.041,0.02,0.066
11957,6m4s,oxidoreductase,HEM_A_509,0,CYS-HOH,CYS,HOH,380.0,-0.334,0.115,0.11,-0.021,-0.029,0.123,-0.014,-0.038,-0.067,-0.018,0.051,0.006
11958,6m7e,oxidoreductase,HEM_A_602,0,HIS-HOH,HIS,HOH,396.0,-0.237,-0.028,-0.173,0.028,0.016,-0.054,0.02,-0.001,-0.086,-0.051,0.012,-0.09
11959,6m7l,oxidoreductase,HEM_A_401,0,CYS,CYS,,422.0,-0.359,0.027,-0.052,-0.209,0.01,-0.022,0.057,0.001,-0.021,-0.02,-0.047,0.021
11962,6m8f,oxygen carrier,HEM_A_202,0,HIS-HOH,HIS,HOH,546.0,-0.016,0.113,-0.237,-0.175,0.004,0.228,0.106,-0.039,-0.017,-0.017,-0.003,-0.021
11966,6ma6,oxidoreductase,HEM_A_601,0,CYS-MYT,CYS,MYT,416.0,-0.061,0.059,0.04,-0.005,-0.01,-0.215,0.09,0.02,-0.224,0.321,-0.043,0.067
11967,6ma7,oxidoreductase,HEM_A_601,0,CYS-TPF,CYS,TPF,430.0,-0.337,0.215,0.075,-0.137,0.023,-0.271,0.075,0.02,-0.095,-0.066,-0.086,0.089
11968,6ma8,oxidoreductase,HEM_A_601,0,CYS-HOH,CYS,HOH,433.0,-0.332,0.122,0.006,-0.139,-0.017,-0.08,0.089,0.005,-0.111,-0.21,0.029,-0.026
11969,6mcw,oxidoreductase,HEM_A_602,0,CYS-HOH,CYS,HOH,436.0,0.06,0.064,0.108,-0.007,0.017,0.003,0.016,0.012,-0.113,0.028,0.055,0.029
11970,6mi0,oxidoreductase,HEM_A_501,0,CYS-HOH,CYS,HOH,457.0,-0.016,0.067,0.06,-0.003,0.017,0.005,0.01,0.003,-0.089,0.011,0.039,0.013
11971,6mjm,oxidoreductase,HEM_A_601,0,CYS-HOH,CYS,HOH,427.0,-0.266,0.005,-0.101,-0.029,0.026,-0.044,0.019,0.011,-0.112,0.041,0.046,-0.041
11978,6mv0,oxygen carrier,HEM_A_201,0,HIS-CMO,HIS,CMO,468.0,0.106,0.166,-0.232,-0.186,-0.008,0.215,0.055,0.013,-0.018,0.113,0.004,-0.002
11979,6mx5,oxidoreductase,HEM_A_500,0,HIS,HIS,,431.0,-0.103,0.277,-0.568,0.071,0.042,-0.037,0.035,0.022,-0.077,-0.029,-0.015,0.034
11980,6myo,oxidoreductase,HEM_C_201,0,HIS-HIS,HIS,HIS,451.0,-0.398,-0.268,-0.258,-0.293,-0.015,0.104,-0.028,-0.007,0.13,-0.181,-0.003,-0.027
11981,6myp,oxidoreductase,HEM_C_201,0,HIS-HIS,HIS,HIS,468.0,-0.403,-0.533,-0.145,-0.186,-0.006,0.19,0.092,0.001,0.003,-0.032,-0.008,0.004
11982,6myq,oxidoreductase,HEM_C_201,0,HIS-HIS,HIS,HIS,473.0,-0.272,-0.049,-0.131,-0.262,0.021,0.051,-0.033,-0.013,0.163,-0.129,0.019,-0.047
11983,6myr,oxidoreductase,HEM_C_201,0,HIS-HIS,HIS,HIS,495.0,-0.406,-0.376,-0.161,-0.183,-0.006,0.011,0.052,0.004,0.079,0.025,-0.035,-0.034
11984,6mys,oxidoreductase,HEM_C_201,0,HIS-HIS,HIS,HIS,482.0,-0.374,-0.473,-0.141,-0.207,-0.01,0.064,0.068,0.002,0.007,-0.037,0.0,-0.008
11985,6myt,oxidoreductase,HEM_C_201,0,HIS-HIS,HIS,HIS,482.0,-0.455,-0.34,-0.138,-0.218,-0.004,0.243,0.13,0.0,0.019,-0.039,-0.028,-0.02
11986,6myu,oxidoreductase,HEM_C_201,0,HIS-HIS,HIS,HIS,484.0,-0.333,-0.35,-0.181,-0.223,0.008,0.064,0.06,0.001,0.171,-0.131,-0.04,-0.002
11987,6n02,oxygen carrier,HEM_A_201,0,HIS-CMO,HIS,CMO,464.0,0.044,0.019,-0.271,-0.203,0.009,0.231,0.047,0.012,-0.024,0.134,0.003,-0.002
11988,6n03,oxygen carrier,HEM_A_201,0,HIS-CMO,HIS,CMO,490.0,0.113,0.169,-0.344,-0.288,-0.006,0.287,0.065,0.009,-0.027,0.223,0.028,-0.035
12194,6nzx,oxidoreductase,HEM_A_101,0,HIS-HIS,HIS,HIS,439.0,-0.254,-0.233,-0.037,-0.437,0.021,0.015,-0.018,0.005,0.053,0.021,-0.011,-0.028
12195,6o0a,oxidoreductase,HEM_A_402,0,HIS,HIS,,488.0,-0.077,-0.411,-0.289,-0.168,0.015,-0.004,0.009,-0.014,0.023,0.027,-0.027,-0.025
12198,6om5,oxidoreductase,HEM_A_301,0,HIS-CL,HIS,CL,437.0,-0.268,0.274,-0.05,-0.051,0.002,0.021,-0.04,-0.013,-0.056,0.009,-0.002,-0.035
12203,6onq,electron transporter,HEC_A_201,0,HIS-MET,HIS,MET,367.0,-0.239,-0.445,0.036,-0.11,0.028,0.02,-0.081,0.005,-0.037,0.12,0.032,0.133
12216,6oo9,oxidoreductase,HEM_A_601,0,CYS,CYS,,444.0,-0.246,0.251,-0.033,-0.212,0.009,-0.179,0.051,-0.004,-0.009,-0.202,0.051,-0.022
12217,6ooa,oxidoreductase,HEM_A_601,0,CYS,CYS,,416.0,-0.281,0.047,0.039,-0.229,-0.025,-0.0,0.195,-0.011,0.059,-0.178,-0.034,0.08
12218,6oob,oxidoreductase,HEM_A_601,0,CYS-HOH,CYS,HOH,431.0,-0.272,0.138,0.022,-0.083,0.018,-0.2,0.015,0.013,-0.007,-0.006,-0.043,-0.017
12219,6oow,oxidoreductase,HEM_A_502,0,CYS,CYS,,380.0,-0.305,-0.639,-0.032,-0.194,-0.007,-0.142,0.165,-0.01,-0.057,-0.059,0.015,0.033
12220,6oox,oxidoreductase,HEM_A_501,0,CYS,CYS,,394.0,-0.249,-0.682,0.036,-0.16,-0.017,-0.131,0.131,-0.002,-0.04,0.039,0.045,-0.025
12229,6ot8,transferase,HEC_A_201,0,HIS-MET,HIS,MET,426.0,0.046,-0.226,-0.131,-0.046,0.013,0.033,-0.096,0.018,-0.077,0.019,-0.083,-0.042
